ID	Species	GSMID	Cell_line	Cell_type	Tissue_type	Factor	File
45941	Homo sapiens	GSM935356	K562	Erythroblast	Bone Marrow	USF2	45941_sort_peaks.narrowPeak.bed
45942	Homo sapiens	GSM935503	K562	Erythroblast	Bone Marrow	ZNF274	45942_sort_peaks.narrowPeak.bed
45943	Homo sapiens	GSM935388	K562	Erythroblast	Bone Marrow	POLR2A	45943_sort_peaks.narrowPeak.bed
45944	Homo sapiens	GSM935373	K562	Erythroblast	Bone Marrow	GATA2	45944_sort_peaks.narrowPeak.bed
45945	Homo sapiens	GSM935433	K562	Erythroblast	Bone Marrow	NFYA	45945_sort_peaks.narrowPeak.bed
45946	Homo sapiens	GSM935568	K562	Erythroblast	Bone Marrow	ZNF143	45946_sort_peaks.narrowPeak.bed
45947	Homo sapiens	GSM935392	K562	Erythroblast	Bone Marrow	NELFE	45947_sort_peaks.narrowPeak.bed
45948	Homo sapiens	GSM935402	K562	Erythroblast	Bone Marrow	POLR2A	45948_sort_peaks.narrowPeak.bed
45949	Homo sapiens	GSM935549	K562	Erythroblast	Bone Marrow	IRF1	45949_sort_peaks.narrowPeak.bed
45950	Homo sapiens	GSM935520	K562	Erythroblast	Bone Marrow	MAFF	45950_sort_peaks.narrowPeak.bed
45951	Homo sapiens	GSM935600	K562	Erythroblast	Bone Marrow	E2F4	45951_sort_peaks.narrowPeak.bed
45952	Homo sapiens	GSM935602	K562	Erythroblast	Bone Marrow	JUN	45952_sort_peaks.narrowPeak.bed
45953	Homo sapiens	GSM1003620	K562	Erythroblast	Bone Marrow	ELK1	45953_sort_peaks.narrowPeak.bed
45954	Homo sapiens	GSM935311	K562	Erythroblast	Bone Marrow	MAFK	45954_sort_peaks.narrowPeak.bed
45955	Homo sapiens	GSM935471	K562	Erythroblast	Bone Marrow	STAT1	45955_sort_peaks.narrowPeak.bed
45956	Homo sapiens	GSM935368	K562	Erythroblast	Bone Marrow	YY1	45956_sort_peaks.narrowPeak.bed
45957	Homo sapiens	GSM935474	K562	Erythroblast	Bone Marrow	POLR2A	45957_sort_peaks.narrowPeak.bed
45958	Homo sapiens	GSM935532	K562	Erythroblast	Bone Marrow	ZNF263	45958_sort_peaks.narrowPeak.bed
45959	Homo sapiens	GSM935355	K562	Erythroblast	Bone Marrow	FOS	45959_sort_peaks.narrowPeak.bed
45960	Homo sapiens	GSM935469	K562	Erythroblast	Bone Marrow	STAT2	45960_sort_peaks.narrowPeak.bed
45961	Homo sapiens	GSM935642	K562	Erythroblast	Bone Marrow	UBTF	45961_sort_peaks.narrowPeak.bed
45962	Homo sapiens	GSM935473	K562	Erythroblast	Bone Marrow	POLR2A	45962_sort_peaks.narrowPeak.bed
45963	Homo sapiens	GSM935401	K562	Erythroblast	Bone Marrow	EP300	45963_sort_peaks.narrowPeak.bed
45964	Homo sapiens	GSM935475	K562	Erythroblast	Bone Marrow	POLR2A	45964_sort_peaks.narrowPeak.bed
45965	Homo sapiens	GSM935466	K562	Erythroblast	Bone Marrow	MYC	45965_sort_peaks.narrowPeak.bed
45966	Homo sapiens	GSM935319	K562	Erythroblast	Bone Marrow	RAD21	45966_sort_peaks.narrowPeak.bed
45967	Homo sapiens	GSM935470	K562	Erythroblast	Bone Marrow	STAT2	45967_sort_peaks.narrowPeak.bed
45968	Homo sapiens	GSM935479	K562	Erythroblast	Bone Marrow	ZNF274	45968_sort_peaks.narrowPeak.bed
45969	Homo sapiens	GSM935505	K562	Erythroblast	Bone Marrow	IRF1	45969_sort_peaks.narrowPeak.bed
45970	Homo sapiens	GSM935540	K562	Erythroblast	Bone Marrow	GATA1	45970_sort_peaks.narrowPeak.bed
45971	Homo sapiens	GSM935546	K562	Erythroblast	Bone Marrow	IRF1	45971_sort_peaks.narrowPeak.bed
45972	Homo sapiens	GSM935494	K562	Erythroblast	Bone Marrow	EP300	45972_sort_peaks.narrowPeak.bed
45973	Homo sapiens	GSM935428	K562	Erythroblast	Bone Marrow	MYC	45973_sort_peaks.narrowPeak.bed
45974	Homo sapiens	GSM1006886	None	Epithelium	Kidney	CTCF	45974_sort_peaks.narrowPeak.bed
45975	Homo sapiens	GSM1006887	LNCaP	Epithelium	Prostate	CTCF	45975_sort_peaks.narrowPeak.bed
45976	Homo sapiens	GSM1006874	LNCaP	Epithelium	Prostate	CTCF	45976_sort_peaks.narrowPeak.bed
45977	Homo sapiens	GSM1006882	None	Epithelium	Lung	CTCF	45977_sort_peaks.narrowPeak.bed
45978	Homo sapiens	GSM935563	MCF-7	Epithelium	Breast	ZNF217	45978_sort_peaks.narrowPeak.bed
45979	Homo sapiens	GSM816438	MCF-7	Epithelium	Breast	TCF7L2	45979_sort_peaks.narrowPeak.bed
45980	Homo sapiens	GSM1006877	MCF-7	Epithelium	Breast	MYC	45980_sort_peaks.narrowPeak.bed
45981	Homo sapiens	GSM825711	MCF-7	Epithelium	Breast	GATA3	45981_sort_peaks.narrowPeak.bed
45982	Homo sapiens	GSM935445	MCF-7	Epithelium	Breast	GATA3	45982_sort_peaks.narrowPeak.bed
45983	Homo sapiens	GSM822305	MCF-7	Epithelium	Breast	CTCF	45983_sort_peaks.narrowPeak.bed
45984	Homo sapiens	GSM1006875	MCF-7	Epithelium	Breast	CTCF	45984_sort_peaks.narrowPeak.bed
45985	Homo sapiens	GSM1006876	MCF-7	Epithelium	Breast	POLR2A	45985_sort_peaks.narrowPeak.bed
45986	Homo sapiens	GSM822295	MCF-7	Epithelium	Breast	POLR2A	45986_sort_peaks.narrowPeak.bed
45987	Homo sapiens	GSM1022663	MCF-7	Epithelium	Breast	CTCF	45987_sort_peaks.narrowPeak.bed
45988	Homo sapiens	GSM1022658	MCF-7	Epithelium	Breast	CTCF	45988_sort_peaks.narrowPeak.bed
45989	Homo sapiens	GSM822301	MCF-7	Epithelium	Breast	MYC	45989_sort_peaks.narrowPeak.bed
45990	Homo sapiens	GSM822304	MCF-7	Epithelium	Breast	MYC	45990_sort_peaks.narrowPeak.bed
45991	Homo sapiens	GSM935477	MCF-7	Epithelium	Breast	E2F1	45991_sort_peaks.narrowPeak.bed
45992	Homo sapiens	GSM1006878	MCF-7	Epithelium	Breast	CTCF	45992_sort_peaks.narrowPeak.bed
45993	Homo sapiens	GSM1006865	MCF-7	Epithelium	Breast	POLR2A	45993_sort_peaks.narrowPeak.bed
45994	Homo sapiens	GSM822308	MCF-7	Epithelium	Breast	CTCF	45994_sort_peaks.narrowPeak.bed
45995	Homo sapiens	GSM822309	MCF-7	Epithelium	Breast	CTCF	45995_sort_peaks.narrowPeak.bed
45996	Homo sapiens	GSM1006866	MCF-7	Epithelium	Breast	MYC	45996_sort_peaks.narrowPeak.bed
45997	Homo sapiens	GSM935457	MCF-10A	Epithelium	Breast	STAT3	45997_sort_peaks.narrowPeak.bed
45998	Homo sapiens	GSM935456	MCF-10A	Epithelium	Breast	POLR2A	45998_sort_peaks.narrowPeak.bed
45999	Homo sapiens	GSM935398	MCF-10A	Epithelium	Breast	FOS	45999_sort_peaks.narrowPeak.bed
46000	Homo sapiens	GSM935400	MCF-10A	Epithelium	Breast	E2F4	46000_sort_peaks.narrowPeak.bed
46001	Homo sapiens	GSM935491	MCF-10A	Epithelium	Breast	MYC	46001_sort_peaks.narrowPeak.bed
46002	Homo sapiens	GSM935399	MCF-10A	Epithelium	Breast	STAT3	46002_sort_peaks.narrowPeak.bed
46003	Homo sapiens	GSM935588	MCF-10A	Epithelium	Breast	POLR2A	46003_sort_peaks.narrowPeak.bed
46004	Homo sapiens	GSM935396	MCF-10A	Epithelium	Breast	FOS	46004_sort_peaks.narrowPeak.bed
46005	Homo sapiens	GSM935397	MCF-10A	Epithelium	Breast	FOS	46005_sort_peaks.narrowPeak.bed
46006	Homo sapiens	GSM935591	MCF-10A	Epithelium	Breast	STAT3	46006_sort_peaks.narrowPeak.bed
46007	Homo sapiens	GSM935438	MCF-10A	Epithelium	Breast	FOS	46007_sort_peaks.narrowPeak.bed
46008	Homo sapiens	GSM935441	MCF-10A	Epithelium	Breast	MYC	46008_sort_peaks.narrowPeak.bed
46009	Homo sapiens	GSM1006893	None	None	Brain	CTCF	46009_sort_peaks.narrowPeak.bed
46010	Homo sapiens	GSM935354	NB4	Promyelocytic cell	Blood	POLR2A	46010_sort_peaks.narrowPeak.bed
46011	Homo sapiens	GSM935643	NB4	Promyelocytic cell	Blood	MYC	46011_sort_peaks.narrowPeak.bed
46012	Homo sapiens	GSM935644	NB4	Promyelocytic cell	Blood	MAX	46012_sort_peaks.narrowPeak.bed
46013	Homo sapiens	GSM1022643	NB4	Promyelocytic cell	Blood	CTCF	46013_sort_peaks.narrowPeak.bed
46014	Homo sapiens	GSM1022675	NHDF-neo	Fibroblast	Skin	CTCF	46014_sort_peaks.narrowPeak.bed
46015	Homo sapiens	GSM1022676	NHDF-neo	Fibroblast	Skin	CTCF	46015_sort_peaks.narrowPeak.bed
46016	Homo sapiens	GSM749747	NHEK	Keratinocyte	Skin	CTCF	46016_sort_peaks.narrowPeak.bed
46017	Homo sapiens	GSM749707	NHEK	Keratinocyte	Skin	CTCF	46017_sort_peaks.narrowPeak.bed
46018	Homo sapiens	GSM1022626	NHLF	Fibroblast	Lung	CTCF	46018_sort_peaks.narrowPeak.bed
46019	Homo sapiens	GSM935423	NT2-D1	None	Embryo	SUZ12	46019_sort_peaks.narrowPeak.bed
46020	Homo sapiens	GSM935584	NT2-D1	None	Embryo	ZNF274	46020_sort_peaks.narrowPeak.bed
46021	Homo sapiens	GSM935424	NT2-D1	None	Embryo	YY1	46021_sort_peaks.narrowPeak.bed
46022	Homo sapiens	GSM816437	PANC-1	None	Pancreas	TCF7L2	46022_sort_peaks.narrowPeak.bed
46023	Homo sapiens	GSM1006881	None	None	Pancreas	CTCF	46023_sort_peaks.narrowPeak.bed
46024	Homo sapiens	GSM935462	PBDE	Erythroblast	Blood	POLR2A	46024_sort_peaks.narrowPeak.bed
46025	Homo sapiens	GSM935465	PBDE	Erythroblast	Blood	GATA1	46025_sort_peaks.narrowPeak.bed
46026	Homo sapiens	GSM935333	PBDE	Erythroblast	Blood	GATA1	46026_sort_peaks.narrowPeak.bed
46027	Homo sapiens	GSM935461	Raji	B Lymphocyte	Blood	POLR2A	46027_sort_peaks.narrowPeak.bed
46028	Homo sapiens	GSM1022666	RPTEC	Epithelium	Kidney	CTCF	46028_sort_peaks.narrowPeak.bed
46029	Homo sapiens	GSM1022667	RPTEC	Epithelium	Kidney	CTCF	46029_sort_peaks.narrowPeak.bed
46030	Homo sapiens	GSM749779	SAEC	Epithelium	Lung	CTCF	46030_sort_peaks.narrowPeak.bed
46031	Homo sapiens	GSM749684	SAEC	Epithelium	Lung	CTCF	46031_sort_peaks.narrowPeak.bed
46032	Homo sapiens	GSM935589	SH-SY5Y	None	Bone Marrow	GATA2	46032_sort_peaks.narrowPeak.bed
46033	Homo sapiens	GSM935567	SH-SY5Y	None	Bone Marrow	GATA3	46033_sort_peaks.narrowPeak.bed
46034	Homo sapiens	GSM1003630	SK-N-SH	Neuroblastoma cell	Brain	NRF1	46034_sort_peaks.narrowPeak.bed
46035	Homo sapiens	GSM1003633	SK-N-SH	Neuroblastoma cell	Brain	CTCF	46035_sort_peaks.narrowPeak.bed
46036	Homo sapiens	GSM1003632	SK-N-SH	Neuroblastoma cell	Brain	JUND	46036_sort_peaks.narrowPeak.bed
46037	Homo sapiens	GSM1003629	SK-N-SH	Neuroblastoma cell	Brain	RFX5	46037_sort_peaks.narrowPeak.bed
46038	Homo sapiens	GSM1003631	SK-N-SH	Neuroblastoma cell	Brain	MXI1	46038_sort_peaks.narrowPeak.bed
46039	Homo sapiens	GSM1003626	SK-N-SH	Neuroblastoma cell	Brain	EP300	46039_sort_peaks.narrowPeak.bed
46040	Homo sapiens	GSM1003627	SK-N-SH	Neuroblastoma cell	Brain	SMC3	46040_sort_peaks.narrowPeak.bed
46041	Homo sapiens	GSM1003628	SK-N-SH_RA	Neuron	Brain	RAD21	46041_sort_peaks.narrowPeak.bed
46042	Homo sapiens	GSM749693	SK-N-SH_RA	Neuron	Brain	CTCF	46042_sort_peaks.narrowPeak.bed
46043	Homo sapiens	GSM749667	SK-N-SH_RA	Neuron	Brain	CTCF	46043_sort_peaks.narrowPeak.bed
46044	Homo sapiens	GSM1006883	None	None	Spleen	CTCF	46044_sort_peaks.narrowPeak.bed
46045	Homo sapiens	GSM935458	U2OS	None	Bone	SETDB1	46045_sort_peaks.narrowPeak.bed
46046	Homo sapiens	GSM935587	U2OS	None	Bone	TRIM28	46046_sort_peaks.narrowPeak.bed
46047	Homo sapiens	GSM749768	WERI-Rb-1	None	Eye	CTCF	46047_sort_peaks.narrowPeak.bed
46048	Homo sapiens	GSM749679	WERI-Rb-1	None	Eye	CTCF	46048_sort_peaks.narrowPeak.bed
46049	Homo sapiens	GSM1022634	WI-38	Fibroblast	Lung	CTCF	46049_sort_peaks.narrowPeak.bed
46050	Homo sapiens	GSM1022637	WI-38	Fibroblast	Lung	CTCF	46050_sort_peaks.narrowPeak.bed
46051	Homo sapiens	GSM1010775	A549	Epithelium	Lung	BCL3	46051_sort_peaks.narrowPeak.bed
46052	Homo sapiens	GSM803371	A549	Epithelium	Lung	NR3C1	46052_sort_peaks.narrowPeak.bed
46053	Homo sapiens	GSM803453	A549	Epithelium	Lung	CTCF	46053_sort_peaks.narrowPeak.bed
46054	Homo sapiens	GSM1010879	A549	Epithelium	Lung	SIX5	46054_sort_peaks.narrowPeak.bed
46055	Homo sapiens	GSM1010789	A549	Epithelium	Lung	ATF3	46055_sort_peaks.narrowPeak.bed
46056	Homo sapiens	GSM1010827	A549	Epithelium	Lung	EP300	46056_sort_peaks.narrowPeak.bed
46057	Homo sapiens	GSM1010882	A549	Epithelium	Lung	SIN3A	46057_sort_peaks.narrowPeak.bed
46058	Homo sapiens	GSM1010727	A549	Epithelium	Lung	GATA3	46058_sort_peaks.narrowPeak.bed
46059	Homo sapiens	GSM1010790	A549	Epithelium	Lung	ELF1	46059_sort_peaks.narrowPeak.bed
46060	Homo sapiens	GSM1010813	A549	Epithelium	Lung	SP1	46060_sort_peaks.narrowPeak.bed
46061	Homo sapiens	GSM803361	A549	Epithelium	Lung	POLR2A	46061_sort_peaks.narrowPeak.bed
46062	Homo sapiens	GSM803429	A549	Epithelium	Lung	USF1	46062_sort_peaks.narrowPeak.bed
46063	Homo sapiens	GSM803456	A549	Epithelium	Lung	CTCF	46063_sort_peaks.narrowPeak.bed
46064	Homo sapiens	GSM1010828	A549	Epithelium	Lung	USF1	46064_sort_peaks.narrowPeak.bed
46065	Homo sapiens	GSM1010794	A549	Epithelium	Lung	YY1	46065_sort_peaks.narrowPeak.bed
46066	Homo sapiens	GSM1010746	A549	Epithelium	Lung	TCF12	46066_sort_peaks.narrowPeak.bed
46067	Homo sapiens	GSM1010826	A549	Epithelium	Lung	FOXA1	46067_sort_peaks.narrowPeak.bed
46068	Homo sapiens	GSM1010829	A549	Epithelium	Lung	ETS1	46068_sort_peaks.narrowPeak.bed
46069	Homo sapiens	GSM1010749	A549	Epithelium	Lung	REST	46069_sort_peaks.narrowPeak.bed
46070	Homo sapiens	GSM1010728	A549	Epithelium	Lung	MAX	46070_sort_peaks.narrowPeak.bed
46071	Homo sapiens	GSM1010766	A549	Epithelium	Lung	E2F6	46071_sort_peaks.narrowPeak.bed
46072	Homo sapiens	GSM1010748	A549	Epithelium	Lung	FOSL2	46072_sort_peaks.narrowPeak.bed
46073	Homo sapiens	GSM1010832	A549	Epithelium	Lung	ZBTB33	46073_sort_peaks.narrowPeak.bed
46074	Homo sapiens	GSM1010871	A549	Epithelium	Lung	CEBPB	46074_sort_peaks.narrowPeak.bed
46075	Homo sapiens	GSM1010868	A549	Epithelium	Lung	TEAD4	46075_sort_peaks.narrowPeak.bed
46076	Homo sapiens	GSM803357	A549	Epithelium	Lung	NR3C1	46076_sort_peaks.narrowPeak.bed
46077	Homo sapiens	GSM1010812	A549	Epithelium	Lung	TAF1	46077_sort_peaks.narrowPeak.bed
46078	Homo sapiens	GSM803457	A549	Epithelium	Lung	USF1	46078_sort_peaks.narrowPeak.bed
46079	Homo sapiens	GSM803358	A549	Epithelium	Lung	NR3C1	46079_sort_peaks.narrowPeak.bed
46080	Homo sapiens	GSM1010833	A549	Epithelium	Lung	GABPA	46080_sort_peaks.narrowPeak.bed
46081	Homo sapiens	GSM803359	A549	Epithelium	Lung	NR3C1	46081_sort_peaks.narrowPeak.bed
46082	Homo sapiens	GSM1010755	A549	Epithelium	Lung	PBX3	46082_sort_peaks.narrowPeak.bed
46083	Homo sapiens	GSM803360	A549	Epithelium	Lung	POLR2A	46083_sort_peaks.narrowPeak.bed
46084	Homo sapiens	GSM1010761	A549	Epithelium	Lung	RAD21	46084_sort_peaks.narrowPeak.bed
46085	Homo sapiens	GSM1010842	ECC-1	Epithelium	Endometrium	TCF12	46085_sort_peaks.narrowPeak.bed
46086	Homo sapiens	GSM1010888	ECC-1	Epithelium	Endometrium	EGR1	46086_sort_peaks.narrowPeak.bed
46087	Homo sapiens	GSM803541	ECC-1	Epithelium	Endometrium	ESR1	46087_sort_peaks.narrowPeak.bed
46088	Homo sapiens	GSM1010801	ECC-1	Epithelium	Endometrium	RAD21	46088_sort_peaks.narrowPeak.bed
46089	Homo sapiens	GSM1010802	ECC-1	Epithelium	Endometrium	CEBPB	46089_sort_peaks.narrowPeak.bed
46090	Homo sapiens	GSM803444	ECC-1	Epithelium	Endometrium	FOXA1	46090_sort_peaks.narrowPeak.bed
46091	Homo sapiens	GSM1010774	ECC-1	Epithelium	Endometrium	CTCF	46091_sort_peaks.narrowPeak.bed
46092	Homo sapiens	GSM1010762	ECC-1	Epithelium	Endometrium	SRF	46092_sort_peaks.narrowPeak.bed
46093	Homo sapiens	GSM1010856	ECC-1	Epithelium	Endometrium	FOXM1	46093_sort_peaks.narrowPeak.bed
46094	Homo sapiens	GSM1010807	ECC-1	Epithelium	Endometrium	MAX	46094_sort_peaks.narrowPeak.bed
46095	Homo sapiens	GSM1010857	ECC-1	Epithelium	Endometrium	CREB1	46095_sort_peaks.narrowPeak.bed
46096	Homo sapiens	GSM1010841	ECC-1	Epithelium	Endometrium	REST	46096_sort_peaks.narrowPeak.bed
46097	Homo sapiens	GSM1010759	ECC-1	Epithelium	Endometrium	EP300	46097_sort_peaks.narrowPeak.bed
46098	Homo sapiens	GSM1010886	ECC-1	Epithelium	Endometrium	USF1	46098_sort_peaks.narrowPeak.bed
46099	Homo sapiens	GSM803340	ECC-1	Epithelium	Endometrium	NR3C1	46099_sort_peaks.narrowPeak.bed
46100	Homo sapiens	GSM1010747	ECC-1	Epithelium	Endometrium	ESR1	46100_sort_peaks.narrowPeak.bed
46101	Homo sapiens	GSM1010855	ECC-1	Epithelium	Endometrium	NFIC	46101_sort_peaks.narrowPeak.bed
46102	Homo sapiens	GSM1010752	ECC-1	Epithelium	Endometrium	ZBTB7A	46102_sort_peaks.narrowPeak.bed
46103	Homo sapiens	GSM803422	ECC-1	Epithelium	Endometrium	ESR1	46103_sort_peaks.narrowPeak.bed
46104	Homo sapiens	GSM1010753	ECC-1	Epithelium	Endometrium	YY1	46104_sort_peaks.narrowPeak.bed
46105	Homo sapiens	GSM803536	ECC-1	Epithelium	Endometrium	POLR2A	46105_sort_peaks.narrowPeak.bed
46106	Homo sapiens	GSM1010733	ECC-1	Epithelium	Endometrium	TAF1	46106_sort_peaks.narrowPeak.bed
46107	Homo sapiens	GSM1010885	ECC-1	Epithelium	Endometrium	TEAD4	46107_sort_peaks.narrowPeak.bed
46108	Homo sapiens	GSM803537	GM12878	B Lymphocyte	Blood	TAF1	46108_sort_peaks.narrowPeak.bed
46109	Homo sapiens	GSM803538	GM12878	B Lymphocyte	Blood	BATF	46109_sort_peaks.narrowPeak.bed
46110	Homo sapiens	GSM1010779	GM12878	B Lymphocyte	Blood	NFATC1	46110_sort_peaks.narrowPeak.bed
46111	Homo sapiens	GSM1010881	GM12878	B Lymphocyte	Blood	NFIC	46111_sort_peaks.narrowPeak.bed
46112	Homo sapiens	GSM1010780	GM12878	B Lymphocyte	Blood	ATF2	46112_sort_peaks.narrowPeak.bed
46113	Homo sapiens	GSM803349	GM12878	B Lymphocyte	Blood	REST	46113_sort_peaks.narrowPeak.bed
46114	Homo sapiens	GSM803350	GM12878	B Lymphocyte	Blood	SRF	46114_sort_peaks.narrowPeak.bed
46115	Homo sapiens	GSM803534	GM12878	B Lymphocyte	Blood	POU2F2	46115_sort_peaks.narrowPeak.bed
46116	Homo sapiens	GSM803362	GM12878	B Lymphocyte	Blood	PAX5	46116_sort_peaks.narrowPeak.bed
46117	Homo sapiens	GSM803510	GM12878	B Lymphocyte	Blood	ETS1	46117_sort_peaks.narrowPeak.bed
46118	Homo sapiens	GSM803485	GM12878	B Lymphocyte	Blood	POLR2A	46118_sort_peaks.narrowPeak.bed
46119	Homo sapiens	GSM803531	GM12878	B Lymphocyte	Blood	SPI1	46119_sort_peaks.narrowPeak.bed
46120	Homo sapiens	GSM803389	GM12878	B Lymphocyte	Blood	TCF12	46120_sort_peaks.narrowPeak.bed
46121	Homo sapiens	GSM803532	GM12878	B Lymphocyte	Blood	PBX3	46121_sort_peaks.narrowPeak.bed
46122	Homo sapiens	GSM803387	GM12878	B Lymphocyte	Blood	EP300	46122_sort_peaks.narrowPeak.bed
46123	Homo sapiens	GSM803511	GM12878	B Lymphocyte	Blood	MEF2A	46123_sort_peaks.narrowPeak.bed
46124	Homo sapiens	GSM803347	GM12878	B Lymphocyte	Blood	USF1	46124_sort_peaks.narrowPeak.bed
46125	Homo sapiens	GSM803341	GM12878	B Lymphocyte	Blood	RXRA	46125_sort_peaks.narrowPeak.bed
46126	Homo sapiens	GSM803434	GM12878	B Lymphocyte	Blood	EGR1	46126_sort_peaks.narrowPeak.bed
46127	Homo sapiens	GSM803496	GM12878	B Lymphocyte	Blood	ELF1	46127_sort_peaks.narrowPeak.bed
46128	Homo sapiens	GSM803390	GM12878	B Lymphocyte	Blood	IRF4	46128_sort_peaks.narrowPeak.bed
46129	Homo sapiens	GSM803386	GM12878	B Lymphocyte	Blood	EBF1	46129_sort_peaks.narrowPeak.bed
46130	Homo sapiens	GSM803342	GM12878	B Lymphocyte	Blood	BCL3	46130_sort_peaks.narrowPeak.bed
46131	Homo sapiens	GSM1010893	GM12878	B Lymphocyte	Blood	RUNX3	46131_sort_peaks.narrowPeak.bed
46132	Homo sapiens	GSM1010730	GM12878	B Lymphocyte	Blood	EGR1	46132_sort_peaks.narrowPeak.bed
46133	Homo sapiens	GSM803508	GM12878	B Lymphocyte	Blood	ATF3	46133_sort_peaks.narrowPeak.bed
46134	Homo sapiens	GSM1010731	GM12878	B Lymphocyte	Blood	FOXM1	46134_sort_peaks.narrowPeak.bed
46135	Homo sapiens	GSM803363	GM12878	B Lymphocyte	Blood	SP1	46135_sort_peaks.narrowPeak.bed
46136	Homo sapiens	GSM803356	GM12878	B Lymphocyte	Blood	GABPA	46136_sort_peaks.narrowPeak.bed
46137	Homo sapiens	GSM803355	GM12878	B Lymphocyte	Blood	POLR2A	46137_sort_peaks.narrowPeak.bed
46138	Homo sapiens	GSM803391	GM12878	B Lymphocyte	Blood	PAX5	46138_sort_peaks.narrowPeak.bed
46139	Homo sapiens	GSM803411	GM12878	B Lymphocyte	Blood	ZEB1	46139_sort_peaks.narrowPeak.bed
46140	Homo sapiens	GSM1010745	GM12878	B Lymphocyte	Blood	TCF7L1	46140_sort_peaks.narrowPeak.bed
46141	Homo sapiens	GSM1010760	GM12878	B Lymphocyte	Blood	CREB1	46141_sort_peaks.narrowPeak.bed
46142	Homo sapiens	GSM803338	GM12878	B Lymphocyte	Blood	SIX5	46142_sort_peaks.narrowPeak.bed
46143	Homo sapiens	GSM1010771	GM12878	B Lymphocyte	Blood	PML	46143_sort_peaks.narrowPeak.bed
46144	Homo sapiens	GSM803420	GM12878	B Lymphocyte	Blood	MEF2C	46144_sort_peaks.narrowPeak.bed
46145	Homo sapiens	GSM803392	GM12878	B Lymphocyte	Blood	ZBTB33	46145_sort_peaks.narrowPeak.bed
46146	Homo sapiens	GSM1010721	GM12878	B Lymphocyte	Blood	STAT5A	46146_sort_peaks.narrowPeak.bed
46147	Homo sapiens	GSM1010729	GM12878	B Lymphocyte	Blood	MTA3	46147_sort_peaks.narrowPeak.bed
46148	Homo sapiens	GSM803477	GM12878	B Lymphocyte	Blood	SRF	46148_sort_peaks.narrowPeak.bed
46149	Homo sapiens	GSM1010850	GM12878	B Lymphocyte	Blood	CEBPB	46149_sort_peaks.narrowPeak.bed
46150	Homo sapiens	GSM803416	GM12878	B Lymphocyte	Blood	RAD21	46150_sort_peaks.narrowPeak.bed
46151	Homo sapiens	GSM803388	GM12878	B Lymphocyte	Blood	BCL11A	46151_sort_peaks.narrowPeak.bed
46152	Homo sapiens	GSM803400	GM12891	Lymphoblastoid	Blood	POLR2A	46152_sort_peaks.narrowPeak.bed
46153	Homo sapiens	GSM803535	GM12891	Lymphoblastoid	Blood	YY1	46153_sort_peaks.narrowPeak.bed
46154	Homo sapiens	GSM803393	GM12891	Lymphoblastoid	Blood	TAF1	46154_sort_peaks.narrowPeak.bed
46155	Homo sapiens	GSM803399	GM12891	Lymphoblastoid	Blood	POLR2A	46155_sort_peaks.narrowPeak.bed
46156	Homo sapiens	GSM803398	GM12891	Lymphoblastoid	Blood	SPI1	46156_sort_peaks.narrowPeak.bed
46157	Homo sapiens	GSM803397	GM12891	Lymphoblastoid	Blood	POU2F2	46157_sort_peaks.narrowPeak.bed
46158	Homo sapiens	GSM803337	GM12891	Lymphoblastoid	Blood	PAX5	46158_sort_peaks.narrowPeak.bed
46159	Homo sapiens	GSM803490	GM12892	Lymphoblastoid	Blood	POLR2A	46159_sort_peaks.narrowPeak.bed
46160	Homo sapiens	GSM803334	GM12892	Lymphoblastoid	Blood	PAX5	46160_sort_peaks.narrowPeak.bed
46161	Homo sapiens	GSM803487	GM12892	Lymphoblastoid	Blood	POLR2A	46161_sort_peaks.narrowPeak.bed
46162	Homo sapiens	GSM803489	GM12892	Lymphoblastoid	Blood	TAF1	46162_sort_peaks.narrowPeak.bed
46163	Homo sapiens	GSM803516	GM12892	Lymphoblastoid	Blood	YY1	46163_sort_peaks.narrowPeak.bed
46164	Homo sapiens	GSM803466	H1	Embryonic Stem Cell	Embryo	RAD21	46164_sort_peaks.narrowPeak.bed
46165	Homo sapiens	GSM803542	H1	Embryonic Stem Cell	Embryo	EP300	46165_sort_peaks.narrowPeak.bed
46166	Homo sapiens	GSM803427	H1	Embryonic Stem Cell	Embryo	TCF12	46166_sort_peaks.narrowPeak.bed
46167	Homo sapiens	GSM803425	H1	Embryonic Stem Cell	Embryo	SRF	46167_sort_peaks.narrowPeak.bed
46168	Homo sapiens	GSM803484	H1	Embryonic Stem Cell	Embryo	POLR2A	46168_sort_peaks.narrowPeak.bed
46169	Homo sapiens	GSM803430	H1	Embryonic Stem Cell	Embryo	EGR1	46169_sort_peaks.narrowPeak.bed
46170	Homo sapiens	GSM803513	H1	Embryonic Stem Cell	Embryo	YY1	46170_sort_peaks.narrowPeak.bed
46171	Homo sapiens	GSM803426	H1	Embryonic Stem Cell	Embryo	USF1	46171_sort_peaks.narrowPeak.bed
46172	Homo sapiens	GSM803365	H1	Embryonic Stem Cell	Embryo	REST	46172_sort_peaks.narrowPeak.bed
46173	Homo sapiens	GSM803437	H1	Embryonic Stem Cell	Embryo	NANOG	46173_sort_peaks.narrowPeak.bed
46174	Homo sapiens	GSM803512	H1	Embryonic Stem Cell	Embryo	ATF3	46174_sort_peaks.narrowPeak.bed
46175	Homo sapiens	GSM803382	H1	Embryonic Stem Cell	Embryo	FOSL1	46175_sort_peaks.narrowPeak.bed
