ID	Species	GSMID	Cell_line	Cell_type	Tissue_type	Factor	File
55123	Homo sapiens	GSM1571727	None	None	Adipose	PPARG	55123_sort_peaks.narrowPeak.bed
55124	Homo sapiens	GSM1571728	None	None	Adipose	PPARG	55124_sort_peaks.narrowPeak.bed
55125	Homo sapiens	GSM1571729	None	None	Adipose	PPARG	55125_sort_peaks.narrowPeak.bed
55126	Homo sapiens	GSM1571730	None	None	Adipose	PPARG	55126_sort_peaks.narrowPeak.bed
55127	Homo sapiens	GSM1571731	None	None	Adipose	PPARG	55127_sort_peaks.narrowPeak.bed
55128	Homo sapiens	GSM1571732	None	None	Adipose	PPARG	55128_sort_peaks.narrowPeak.bed
55129	Homo sapiens	GSM1571733	None	None	Adipose	PPARG	55129_sort_peaks.narrowPeak.bed
55130	Homo sapiens	GSM1571734	None	None	Adipose	PPARG	55130_sort_peaks.narrowPeak.bed
55131	Homo sapiens	GSM1571735	None	None	Adipose	PPARG	55131_sort_peaks.narrowPeak.bed
55132	Homo sapiens	GSM1571736	None	None	Adipose	PPARG	55132_sort_peaks.narrowPeak.bed
55133	Homo sapiens	GSM1571737	None	None	Adipose	PPARG	55133_sort_peaks.narrowPeak.bed
55134	Homo sapiens	GSM1571738	None	None	Adipose	PPARG	55134_sort_peaks.narrowPeak.bed
55135	Homo sapiens	GSM1571739	None	None	Adipose	PPARG	55135_sort_peaks.narrowPeak.bed
55136	Homo sapiens	GSM1571740	None	None	Adipose	PPARG	55136_sort_peaks.narrowPeak.bed
55137	Homo sapiens	GSM1571741	None	None	Adipose	PPARG	55137_sort_peaks.narrowPeak.bed
55162	Homo sapiens	GSM1576447	LNCaP	Epithelium	Prostate	AR	55162_sort_peaks.narrowPeak.bed
55164	Homo sapiens	GSM1576449	LNCaP	Epithelium	Prostate	VDR	55164_sort_peaks.narrowPeak.bed
55166	Homo sapiens	GSM1576451	LNCaP	Epithelium	Prostate	FOXA1	55166_sort_peaks.narrowPeak.bed
55172	Homo sapiens	GSM1581788	None	Myeloid Cell	None	RUNX1	55172_sort_peaks.narrowPeak.bed
55200	Homo sapiens	GSM1592485	HeLa	Epithelium	Cervix	POLR2A	55200_sort_peaks.narrowPeak.bed
55201	Homo sapiens	GSM1592486	HeLa	Epithelium	Cervix	POLR2A	55201_sort_peaks.narrowPeak.bed
55202	Homo sapiens	GSM1592487	HeLa	Epithelium	Cervix	POLR2A	55202_sort_peaks.narrowPeak.bed
55203	Homo sapiens	GSM1592488	HeLa	Epithelium	Cervix	POLR2A	55203_sort_peaks.narrowPeak.bed
55206	Homo sapiens	GSM1592491	HeLa	Epithelium	Cervix	EGFR	55206_sort_peaks.narrowPeak.bed
55207	Homo sapiens	GSM1592492	HeLa	Epithelium	Cervix	EGFR	55207_sort_peaks.narrowPeak.bed
55210	Homo sapiens	GSM1592495	HeLa	Epithelium	Cervix	MAPK1	55210_sort_peaks.narrowPeak.bed
55211	Homo sapiens	GSM1592496	HeLa	Epithelium	Cervix	MAPK1	55211_sort_peaks.narrowPeak.bed
55216	Homo sapiens	GSM1592501	HeLa	Epithelium	Cervix	MAP2K1	55216_sort_peaks.narrowPeak.bed
55217	Homo sapiens	GSM1592502	HeLa	Epithelium	Cervix	MAP2K1	55217_sort_peaks.narrowPeak.bed
55271	Homo sapiens	GSM1613310	LNCaP	Epithelium	Prostate	AR	55271_sort_peaks.narrowPeak.bed
55273	Homo sapiens	GSM1613312	BicR	Epithelium	Prostate	AR	55273_sort_peaks.narrowPeak.bed
55277	Homo sapiens	GSM1613316	BicR	Epithelium	Prostate	AR	55277_sort_peaks.narrowPeak.bed
55281	Homo sapiens	GSM1613320	BicR	Epithelium	Prostate	AR	55281_sort_peaks.narrowPeak.bed
55283	Homo sapiens	GSM1613322	LNCaP	Epithelium	Prostate	TET2	55283_sort_peaks.narrowPeak.bed
55291	Homo sapiens	GSM1614028	MDA-MB-231	Epithelium	Breast	YAP1	55291_sort_peaks.narrowPeak.bed
55292	Homo sapiens	GSM1614029	MDA-MB-231	Epithelium	Breast	YAP1	55292_sort_peaks.narrowPeak.bed
55293	Homo sapiens	GSM1614030	MDA-MB-231	Epithelium	Breast	WWTR1	55293_sort_peaks.narrowPeak.bed
55294	Homo sapiens	GSM1614031	MDA-MB-231	Epithelium	Breast	WWTR1	55294_sort_peaks.narrowPeak.bed
55297	Homo sapiens	GSM1614034	MDA-MB-231	Epithelium	Breast	TEAD4	55297_sort_peaks.narrowPeak.bed
55298	Homo sapiens	GSM1614035	MDA-MB-231	Epithelium	Breast	TEAD4	55298_sort_peaks.narrowPeak.bed
55299	Homo sapiens	GSM1614036	MDA-MB-231	Epithelium	Breast	JUN	55299_sort_peaks.narrowPeak.bed
55300	Homo sapiens	GSM1614037	MDA-MB-231	Epithelium	Breast	JUN	55300_sort_peaks.narrowPeak.bed
55321	Homo sapiens	GSM1617408	Caco-2	Epithelium	Colon	FOXA2	55321_sort_peaks.narrowPeak.bed
55322	Homo sapiens	GSM1617409	Caco-2	Epithelium	Colon	FOXA2	55322_sort_peaks.narrowPeak.bed
55323	Homo sapiens	GSM1619040	NCI-H526	Epithelium	Lung	KDM1A	55323_sort_peaks.narrowPeak.bed
55324	Homo sapiens	GSM1619041	NCI-H526	Epithelium	Lung	KDM1A	55324_sort_peaks.narrowPeak.bed
55336	Homo sapiens	GSM1622606	K562	Erythroblast	Bone Marrow	SUMO2	55336_sort_peaks.narrowPeak.bed
55337	Homo sapiens	GSM1622607	K562	Erythroblast	Bone Marrow	SUMO2	55337_sort_peaks.narrowPeak.bed
55338	Homo sapiens	GSM1622608	K562	Erythroblast	Bone Marrow	SUMO2	55338_sort_peaks.narrowPeak.bed
55339	Homo sapiens	GSM1622609	K562	Erythroblast	Bone Marrow	SUMO2	55339_sort_peaks.narrowPeak.bed
55342	Homo sapiens	GSM1622616	K562	Erythroblast	Bone Marrow	SUMO2	55342_sort_peaks.narrowPeak.bed
55343	Homo sapiens	GSM1622617	K562	Erythroblast	Bone Marrow	SUMO2	55343_sort_peaks.narrowPeak.bed
55344	Homo sapiens	GSM1622618	K562	Erythroblast	Bone Marrow	SUMO2	55344_sort_peaks.narrowPeak.bed
55345	Homo sapiens	GSM1622619	K562	Erythroblast	Bone Marrow	SUMO2	55345_sort_peaks.narrowPeak.bed
55346	Homo sapiens	GSM1622620	K562	Erythroblast	Bone Marrow	SUMO2	55346_sort_peaks.narrowPeak.bed
55347	Homo sapiens	GSM1622621	K562	Erythroblast	Bone Marrow	SUMO2	55347_sort_peaks.narrowPeak.bed
55348	Homo sapiens	GSM1622622	K562	Erythroblast	Bone Marrow	SUMO2	55348_sort_peaks.narrowPeak.bed
55349	Homo sapiens	GSM1622623	K562	Erythroblast	Bone Marrow	SUMO2	55349_sort_peaks.narrowPeak.bed
55350	Homo sapiens	GSM1622624	VCaP	Epithelium	Prostate	SUMO2	55350_sort_peaks.narrowPeak.bed
55351	Homo sapiens	GSM1622625	VCaP	Epithelium	Prostate	SUMO2	55351_sort_peaks.narrowPeak.bed
55352	Homo sapiens	GSM1622626	VCaP	Epithelium	Prostate	SUMO2	55352_sort_peaks.narrowPeak.bed
55353	Homo sapiens	GSM1622627	VCaP	Epithelium	Prostate	SUMO2	55353_sort_peaks.narrowPeak.bed
55354	Homo sapiens	GSM1622628	VCaP	Epithelium	Prostate	PIAS1	55354_sort_peaks.narrowPeak.bed
55355	Homo sapiens	GSM1622629	VCaP	Epithelium	Prostate	PIAS1	55355_sort_peaks.narrowPeak.bed
55356	Homo sapiens	GSM1622630	VCaP	Epithelium	Prostate	PIAS1	55356_sort_peaks.narrowPeak.bed
55357	Homo sapiens	GSM1622631	VCaP	Epithelium	Prostate	PIAS1	55357_sort_peaks.narrowPeak.bed
55358	Homo sapiens	GSM1622632	VCaP	Epithelium	Prostate	POLR2A	55358_sort_peaks.narrowPeak.bed
55359	Homo sapiens	GSM1622633	VCaP	Epithelium	Prostate	POLR2A	55359_sort_peaks.narrowPeak.bed
55360	Homo sapiens	GSM1622634	VCaP	Epithelium	Prostate	POLR2A	55360_sort_peaks.narrowPeak.bed
55361	Homo sapiens	GSM1622635	VCaP	Epithelium	Prostate	POLR2A	55361_sort_peaks.narrowPeak.bed
55362	Homo sapiens	GSM1622636	VCaP	Epithelium	Prostate	POLR2A	55362_sort_peaks.narrowPeak.bed
55363	Homo sapiens	GSM1622637	VCaP	Epithelium	Prostate	POLR2A	55363_sort_peaks.narrowPeak.bed
55364	Homo sapiens	GSM1633692	None	None	lens	LOXL1	55364_sort_peaks.narrowPeak.bed
55365	Homo sapiens	GSM1633693	None	None	Schlemm's canal	LOXL1	55365_sort_peaks.narrowPeak.bed
55366	Homo sapiens	GSM1633694	None	None	Lens capsule	LOXL1	55366_sort_peaks.narrowPeak.bed
55387	Homo sapiens	GSM1638967	SW480	None	Colon	TP53	55387_sort_peaks.narrowPeak.bed
55389	Homo sapiens	GSM1642761	786-O	Epithelium	Kidney	SPI1	55389_sort_peaks.narrowPeak.bed
55390	Homo sapiens	GSM1642762	786-O	Epithelium	Kidney	SPI1	55390_sort_peaks.narrowPeak.bed
55392	Homo sapiens	GSM1642764	786-O	Epithelium	Kidney	SPI1	55392_sort_peaks.narrowPeak.bed
55393	Homo sapiens	GSM1642765	786-O	Epithelium	Kidney	SPI1	55393_sort_peaks.narrowPeak.bed
55394	Homo sapiens	GSM1642766	786-O	Epithelium	Kidney	SPI1	55394_sort_peaks.narrowPeak.bed
55396	Homo sapiens	GSM1642768	786-O	Epithelium	Kidney	SPI1	55396_sort_peaks.narrowPeak.bed
55397	Homo sapiens	GSM1642769	786-O	Epithelium	Kidney	SPI1	55397_sort_peaks.narrowPeak.bed
55405	Homo sapiens	GSM1644615	OCI-Ly7	B cell lymphoma	Blood	KMT2D	55405_sort_peaks.narrowPeak.bed
55465	Homo sapiens	GSM1670872	HeLa	Epithelium	Cervix	NELFA	55465_sort_peaks.narrowPeak.bed
55466	Homo sapiens	GSM1670873	HeLa	Epithelium	Cervix	NELFA	55466_sort_peaks.narrowPeak.bed
55467	Homo sapiens	GSM1670874	HeLa	Epithelium	Cervix	NELFA	55467_sort_peaks.narrowPeak.bed
55468	Homo sapiens	GSM1670875	HeLa	Epithelium	Cervix	NELFA	55468_sort_peaks.narrowPeak.bed
55489	Homo sapiens	GSM1690574	MV4-11	Macrophage	Blood	FOS	55489_sort_peaks.narrowPeak.bed
55490	Homo sapiens	GSM1690575	MV4-11	Macrophage	Blood	FOS	55490_sort_peaks.narrowPeak.bed
55491	Homo sapiens	GSM1690576	MV4-11	Macrophage	Blood	STAT5	55491_sort_peaks.narrowPeak.bed
55492	Homo sapiens	GSM1693378	None	Myeloid Cell	None	RUNX1	55492_sort_peaks.narrowPeak.bed
55493	Homo sapiens	GSM1693379	None	Stem cell	Blood	RUNX1	55493_sort_peaks.narrowPeak.bed
55512	Homo sapiens	GSM1696205	IMR90	Fibroblast	Lung	YAP1	55512_sort_peaks.narrowPeak.bed
55513	Homo sapiens	GSM1696207	IMR90	Fibroblast	Lung	YAP1	55513_sort_peaks.narrowPeak.bed
55516	Homo sapiens	GSM1697346	HAP-1	None	None	ATF4	55516_sort_peaks.narrowPeak.bed
55517	Homo sapiens	GSM1697347	HAP-1	None	None	ATF4	55517_sort_peaks.narrowPeak.bed
55518	Homo sapiens	GSM1697348	HAP-1	None	None	ATF4	55518_sort_peaks.narrowPeak.bed
55540	Homo sapiens	GSM1701804	Ramos	Thymocyte	None	RAG1	55540_sort_peaks.narrowPeak.bed
55541	Homo sapiens	GSM1701805	Ramos	Thymocyte	None	RAG1	55541_sort_peaks.narrowPeak.bed
55542	Homo sapiens	GSM1701806	Ramos	Thymocyte	None	RAG1	55542_sort_peaks.narrowPeak.bed
55543	Homo sapiens	GSM1701807	None	Thymocyte	None	RAG2	55543_sort_peaks.narrowPeak.bed
55547	Homo sapiens	GSM1703891	None	B Lymphocyte	None	MEF2B	55547_sort_peaks.narrowPeak.bed
55548	Homo sapiens	GSM1703892	None	B Lymphocyte	None	MEF2B	55548_sort_peaks.narrowPeak.bed
55549	Homo sapiens	GSM1703893	None	B Lymphocyte	None	BACH2	55549_sort_peaks.narrowPeak.bed
55550	Homo sapiens	GSM1703894	None	B Lymphocyte	None	EP300	55550_sort_peaks.narrowPeak.bed
55553	Homo sapiens	GSM1703898	None	B Lymphocyte	None	MEF2B	55553_sort_peaks.narrowPeak.bed
55554	Homo sapiens	GSM1703899	None	B Lymphocyte	None	PAX5	55554_sort_peaks.narrowPeak.bed
55555	Homo sapiens	GSM1703900	None	B Lymphocyte	None	SPI1	55555_sort_peaks.narrowPeak.bed
55561	Homo sapiens	GSM1703906	None	B Lymphocyte	None	MEF2B	55561_sort_peaks.narrowPeak.bed
55563	Homo sapiens	GSM1703908	None	B Lymphocyte	None	MEF2B	55563_sort_peaks.narrowPeak.bed
55566	Homo sapiens	GSM1703911	KARPAS-422	B Lymphocyte	None	MEF2B	55566_sort_peaks.narrowPeak.bed
55571	Homo sapiens	GSM1703916	None	B Lymphocyte	None	BACH2	55571_sort_peaks.narrowPeak.bed
55572	Homo sapiens	GSM1703917	None	B Lymphocyte	None	EP300	55572_sort_peaks.narrowPeak.bed
55575	Homo sapiens	GSM1703920	None	B Lymphocyte	None	MEF2B	55575_sort_peaks.narrowPeak.bed
55576	Homo sapiens	GSM1703921	None	B Lymphocyte	None	PAX5	55576_sort_peaks.narrowPeak.bed
55577	Homo sapiens	GSM1703922	None	B Lymphocyte	None	SPI1	55577_sort_peaks.narrowPeak.bed
55584	Homo sapiens	GSM1703929	None	B Lymphocyte	None	MEF2B	55584_sort_peaks.narrowPeak.bed
55585	Homo sapiens	GSM1703930	None	B Lymphocyte	None	MEF2B	55585_sort_peaks.narrowPeak.bed
55639	Homo sapiens	GSM1727069	HCT-116	None	Colon	AFF4	55639_sort_peaks.narrowPeak.bed
55640	Homo sapiens	GSM1727070	HCT-116	None	Colon	AFF4	55640_sort_peaks.narrowPeak.bed
55641	Homo sapiens	GSM1727071	HCT-116	None	Colon	AFF4	55641_sort_peaks.narrowPeak.bed
55642	Homo sapiens	GSM1727072	HCT-116	None	Colon	AFF4	55642_sort_peaks.narrowPeak.bed
55643	Homo sapiens	GSM1727073	HCT-116	None	Colon	CDK9	55643_sort_peaks.narrowPeak.bed
55644	Homo sapiens	GSM1727074	HCT-116	None	Colon	CDK9	55644_sort_peaks.narrowPeak.bed
55645	Homo sapiens	GSM1727075	HCT-116	None	Colon	ELL2	55645_sort_peaks.narrowPeak.bed
55646	Homo sapiens	GSM1727076	HCT-116	None	Colon	ELL2	55646_sort_peaks.narrowPeak.bed
55647	Homo sapiens	GSM1727077	HCT-116	None	Colon	ELL2	55647_sort_peaks.narrowPeak.bed
55648	Homo sapiens	GSM1727078	HCT-116	None	Colon	ELL2	55648_sort_peaks.narrowPeak.bed
55660	Homo sapiens	GSM1727090	HCT-116	None	Colon	NR0B2	55660_sort_peaks.narrowPeak.bed
55661	Homo sapiens	GSM1727091	HCT-116	None	Colon	LEO1	55661_sort_peaks.narrowPeak.bed
55662	Homo sapiens	GSM1727092	HCT-116	None	Colon	POLR2A	55662_sort_peaks.narrowPeak.bed
55663	Homo sapiens	GSM1727093	HCT-116	None	Colon	POLR2A	55663_sort_peaks.narrowPeak.bed
55664	Homo sapiens	GSM1727094	HCT-116	None	Colon	PAF1	55664_sort_peaks.narrowPeak.bed
55665	Homo sapiens	GSM1727095	HCT-116	None	Colon	PAF1	55665_sort_peaks.narrowPeak.bed
55666	Homo sapiens	GSM1727096	HCT-116	None	Colon	PAF1	55666_sort_peaks.narrowPeak.bed
55667	Homo sapiens	GSM1727097	HCT-116	None	Colon	PAF1	55667_sort_peaks.narrowPeak.bed
55668	Homo sapiens	GSM1727098	HCT-116	None	Colon	PAF1	55668_sort_peaks.narrowPeak.bed
55669	Homo sapiens	GSM1727099	HCT-116	None	Colon	PAF1	55669_sort_peaks.narrowPeak.bed
55670	Homo sapiens	GSM1727100	HCT-116	None	Colon	POLR2A	55670_sort_peaks.narrowPeak.bed
55671	Homo sapiens	GSM1727101	HCT-116	None	Colon	POLR2A	55671_sort_peaks.narrowPeak.bed
55672	Homo sapiens	GSM1727102	HCT-116	None	Colon	POLR2A	55672_sort_peaks.narrowPeak.bed
55673	Homo sapiens	GSM1727103	HCT-116	None	Colon	POLR2A	55673_sort_peaks.narrowPeak.bed
55674	Homo sapiens	GSM1727104	HCT-116	None	Colon	POLR2A	55674_sort_peaks.narrowPeak.bed
55675	Homo sapiens	GSM1727105	HCT-116	None	Colon	POLR2A	55675_sort_peaks.narrowPeak.bed
55676	Homo sapiens	GSM1727106	HCT-116	None	Colon	PAF1	55676_sort_peaks.narrowPeak.bed
55677	Homo sapiens	GSM1727107	HCT-116	None	Colon	POLR2A	55677_sort_peaks.narrowPeak.bed
55678	Homo sapiens	GSM1727108	HCT-116	None	Colon	POLR2A	55678_sort_peaks.narrowPeak.bed
55679	Homo sapiens	GSM1727109	HCT-116	None	Colon	POLR2A	55679_sort_peaks.narrowPeak.bed
55680	Homo sapiens	GSM1727110	HCT-116	None	Colon	POLR2A	55680_sort_peaks.narrowPeak.bed
55682	Homo sapiens	GSM1727112	MCF-7	Epithelium	Breast	PAF1	55682_sort_peaks.narrowPeak.bed
55683	Homo sapiens	GSM1727113	MCF-7	Epithelium	Breast	POLR2A	55683_sort_peaks.narrowPeak.bed
55707	Homo sapiens	GSM1777588	VCaP	Epithelium	Prostate	POLR2A	55707_sort_peaks.narrowPeak.bed
55708	Homo sapiens	GSM1777589	VCaP	Epithelium	Prostate	POLR2A	55708_sort_peaks.narrowPeak.bed
55709	Homo sapiens	GSM1777590	VCaP	Epithelium	Prostate	POLR2A	55709_sort_peaks.narrowPeak.bed
55710	Homo sapiens	GSM1777591	VCaP	Epithelium	Prostate	POLR2A	55710_sort_peaks.narrowPeak.bed
55711	Homo sapiens	GSM1777593	VCaP	Epithelium	Prostate	POLR2A	55711_sort_peaks.narrowPeak.bed
55712	Homo sapiens	GSM1777594	VCaP	Epithelium	Prostate	POLR2A	55712_sort_peaks.narrowPeak.bed
55713	Homo sapiens	GSM1777595	VCaP	Epithelium	Prostate	POLR2A	55713_sort_peaks.narrowPeak.bed
55715	Homo sapiens	GSM1777597	VCaP	Epithelium	Prostate	SUMO2	55715_sort_peaks.narrowPeak.bed
55716	Homo sapiens	GSM1777598	VCaP	Epithelium	Prostate	SUMO2	55716_sort_peaks.narrowPeak.bed
55717	Homo sapiens	GSM1777599	VCaP	Epithelium	Prostate	SUMO2	55717_sort_peaks.narrowPeak.bed
55718	Homo sapiens	GSM1777601	VCaP	Epithelium	Prostate	SUMO2	55718_sort_peaks.narrowPeak.bed
55721	Homo sapiens	GSM1777604	VCaP	Epithelium	Prostate	SUMO2	55721_sort_peaks.narrowPeak.bed
55722	Homo sapiens	GSM1777605	VCaP	Epithelium	Prostate	SUMO2	55722_sort_peaks.narrowPeak.bed
55723	Homo sapiens	GSM1777606	VCaP	Epithelium	Prostate	SUMO2	55723_sort_peaks.narrowPeak.bed
55724	Homo sapiens	GSM1777608	VCaP	Epithelium	Prostate	SUMO2	55724_sort_peaks.narrowPeak.bed
55725	Homo sapiens	GSM1777609	VCaP	Epithelium	Prostate	SUMO2	55725_sort_peaks.narrowPeak.bed
55726	Homo sapiens	GSM1777610	VCaP	Epithelium	Prostate	SUMO2	55726_sort_peaks.narrowPeak.bed
55727	Homo sapiens	GSM1782700	K562	Erythroblast	Bone Marrow	CTCF	55727_sort_peaks.narrowPeak.bed
55728	Homo sapiens	GSM1782701	K562	Erythroblast	Bone Marrow	CTCF	55728_sort_peaks.narrowPeak.bed
55729	Homo sapiens	GSM1782702	K562	Erythroblast	Bone Marrow	GATA1	55729_sort_peaks.narrowPeak.bed
55730	Homo sapiens	GSM1782703	K562	Erythroblast	Bone Marrow	GATA1	55730_sort_peaks.narrowPeak.bed
55738	Homo sapiens	GSM1782711	K562	Erythroblast	Bone Marrow	SPI1	55738_sort_peaks.narrowPeak.bed
55739	Homo sapiens	GSM1782712	K562	Erythroblast	Bone Marrow	SPI1	55739_sort_peaks.narrowPeak.bed
55740	Homo sapiens	GSM1782713	K562	Erythroblast	Bone Marrow	REST	55740_sort_peaks.narrowPeak.bed
55741	Homo sapiens	GSM1782714	K562	Erythroblast	Bone Marrow	REST	55741_sort_peaks.narrowPeak.bed
55751	Homo sapiens	GSM1816381	DUCaP	Epithelium	Prostate	AR	55751_sort_peaks.narrowPeak.bed
55752	Homo sapiens	GSM1816382	DUCaP	Epithelium	Prostate	AR	55752_sort_peaks.narrowPeak.bed
55770	Homo sapiens	GSM1817654	K562	Erythroblast	Bone Marrow	CTCF	55770_sort_peaks.narrowPeak.bed
55771	Homo sapiens	GSM1817655	K562	Erythroblast	Bone Marrow	CTCFL	55771_sort_peaks.narrowPeak.bed
55773	Homo sapiens	GSM1817657	K562	Erythroblast	Bone Marrow	CTCF	55773_sort_peaks.narrowPeak.bed
55774	Homo sapiens	GSM1817658	Delta47	None	None	CTCF	55774_sort_peaks.narrowPeak.bed
55775	Homo sapiens	GSM1817659	Delta47	None	None	CTCFL	55775_sort_peaks.narrowPeak.bed
55777	Homo sapiens	GSM1817661	Delta47	None	None	CTCF	55777_sort_peaks.narrowPeak.bed
55778	Homo sapiens	GSM1817662	Ovcar8	None	None	CTCF	55778_sort_peaks.narrowPeak.bed
55779	Homo sapiens	GSM1817663	Ovcar8	None	None	CTCFL	55779_sort_peaks.narrowPeak.bed
55781	Homo sapiens	GSM1817665	MCF-7	Epithelium	Breast	CTCF	55781_sort_peaks.narrowPeak.bed
55782	Homo sapiens	GSM1817666	MCF-7	Epithelium	Breast	CTCF	55782_sort_peaks.narrowPeak.bed
55783	Homo sapiens	GSM1817667	MCF-7	Epithelium	Breast	CTCF	55783_sort_peaks.narrowPeak.bed
55784	Homo sapiens	GSM1817668	MCF-7	Epithelium	Breast	CTCFL	55784_sort_peaks.narrowPeak.bed
55785	Homo sapiens	GSM1817669	MCF-7	Epithelium	Breast	CTCFL	55785_sort_peaks.narrowPeak.bed
55787	Homo sapiens	GSM1817671	None	Fibroblast	None	CTCFL	55787_sort_peaks.narrowPeak.bed
55798	Homo sapiens	GSM1820477	HEK293	Epithelium	Embryonic Kidney	POLR2A	55798_sort_peaks.narrowPeak.bed
55799	Homo sapiens	GSM1820478	HEK293	Epithelium	Embryonic Kidney	POLR2A	55799_sort_peaks.narrowPeak.bed
55800	Homo sapiens	GSM1820479	HEK293	Epithelium	Embryonic Kidney	POLR2A	55800_sort_peaks.narrowPeak.bed
55804	Homo sapiens	GSM1820483	HEK293	Epithelium	Embryonic Kidney	POLR2A	55804_sort_peaks.narrowPeak.bed
55805	Homo sapiens	GSM1820484	HEK293	Epithelium	Embryonic Kidney	POLR2A	55805_sort_peaks.narrowPeak.bed
55806	Homo sapiens	GSM1820485	HEK293	Epithelium	Embryonic Kidney	POLR2A	55806_sort_peaks.narrowPeak.bed
55812	Homo sapiens	GSM1820917	TC-797	None	None	BRD4	55812_sort_peaks.narrowPeak.bed
55813	Homo sapiens	GSM1820918	TC-797	None	None	BRD4	55813_sort_peaks.narrowPeak.bed
55816	Homo sapiens	GSM1820921	293T	None	None	BRD4	55816_sort_peaks.narrowPeak.bed
55817	Homo sapiens	GSM1820922	293T	None	None	BRD4	55817_sort_peaks.narrowPeak.bed
55821	Homo sapiens	GSM1820926	TC-797	None	None	BRD4	55821_sort_peaks.narrowPeak.bed
55822	Homo sapiens	GSM1820927	TC-797	None	None	BRD4	55822_sort_peaks.narrowPeak.bed
55823	Homo sapiens	GSM1820928	TC-797	None	None	BRD4	55823_sort_peaks.narrowPeak.bed
55824	Homo sapiens	GSM1820929	TC-797	None	None	BRD4	55824_sort_peaks.narrowPeak.bed
55825	Homo sapiens	GSM1820930	TC-797	None	None	BRD4	55825_sort_peaks.narrowPeak.bed
55826	Homo sapiens	GSM1820931	TC-797	None	None	BRD4	55826_sort_peaks.narrowPeak.bed
55838	Homo sapiens	GSM1820943	TC-797	None	None	EP300	55838_sort_peaks.narrowPeak.bed
55844	Homo sapiens	GSM1820949	TC-797	None	None	BRD4	55844_sort_peaks.narrowPeak.bed
55845	Homo sapiens	GSM1820950	1015c	None	None	BRD4	55845_sort_peaks.narrowPeak.bed
55846	Homo sapiens	GSM1820951	1015c	None	None	BRD4	55846_sort_peaks.narrowPeak.bed
55847	Homo sapiens	GSM1820952	PER-403	None	None	BRD4	55847_sort_peaks.narrowPeak.bed
55848	Homo sapiens	GSM1820953	10326	None	None	BRD3	55848_sort_peaks.narrowPeak.bed
55852	Homo sapiens	GSM1820957	TC-797	None	None	BRD4	55852_sort_peaks.narrowPeak.bed
55854	Homo sapiens	GSM1820959	TC-797	None	None	BRD4	55854_sort_peaks.narrowPeak.bed
55856	Homo sapiens	GSM1820961	293T-Rex	None	None	BRD4	55856_sort_peaks.narrowPeak.bed
55858	Homo sapiens	GSM1820963	293T-Rex	None	None	BRD4	55858_sort_peaks.narrowPeak.bed
55860	Homo sapiens	GSM1820965	293T-Rex	None	None	BRD4	55860_sort_peaks.narrowPeak.bed
55862	Homo sapiens	GSM1820967	293T-Rex	None	None	BRD4	55862_sort_peaks.narrowPeak.bed
55864	Homo sapiens	GSM1820969	293T-Rex	None	None	BRD4	55864_sort_peaks.narrowPeak.bed
55866	Homo sapiens	GSM1820971	293T-Rex	None	None	BRD4	55866_sort_peaks.narrowPeak.bed
55868	Homo sapiens	GSM1820973	293T-Rex	None	None	BRD4	55868_sort_peaks.narrowPeak.bed
55869	Homo sapiens	GSM1820974	293T-Rex	None	None	BRD4	55869_sort_peaks.narrowPeak.bed
55895	Homo sapiens	GSM1825746	None	Fibroblast	None	T	55895_sort_peaks.narrowPeak.bed
55902	Homo sapiens	GSM1825753	None	Fibroblast	None	T	55902_sort_peaks.narrowPeak.bed
55903	Homo sapiens	GSM1825754	None	T Lymphocyte	None	T	55903_sort_peaks.narrowPeak.bed
55909	Homo sapiens	GSM1825760	None	T Lymphocyte	None	T	55909_sort_peaks.narrowPeak.bed
56010	Homo sapiens	GSM1850203	Jurkat	T Lymphocyte	Blood	CDK12	56010_sort_peaks.narrowPeak.bed
56011	Homo sapiens	GSM1850204	Jurkat	T Lymphocyte	Blood	POLR2A	56011_sort_peaks.narrowPeak.bed
56012	Homo sapiens	GSM1850205	Jurkat	T Lymphocyte	Blood	POLR2A	56012_sort_peaks.narrowPeak.bed
56013	Homo sapiens	GSM1850206	Jurkat	T Lymphocyte	Blood	POLR2A	56013_sort_peaks.narrowPeak.bed
56037	Homo sapiens	GSM1861919	HepG2	Epithelium	Liver	RAD21	56037_sort_peaks.narrowPeak.bed
56038	Homo sapiens	GSM1861920	HepG2	Epithelium	Liver	RAD21	56038_sort_peaks.narrowPeak.bed
56039	Homo sapiens	GSM1861921	HepG2	Epithelium	Liver	RAD21	56039_sort_peaks.narrowPeak.bed
56040	Homo sapiens	GSM1861922	HepG2	Epithelium	Liver	RAD21	56040_sort_peaks.narrowPeak.bed
56041	Homo sapiens	GSM1861923	HepG2	Epithelium	Liver	RAD21	56041_sort_peaks.narrowPeak.bed
56042	Homo sapiens	GSM1861924	HepG2	Epithelium	Liver	GABPA	56042_sort_peaks.narrowPeak.bed
56043	Homo sapiens	GSM1861925	HepG2	Epithelium	Liver	GABPA	56043_sort_peaks.narrowPeak.bed
56044	Homo sapiens	GSM1861926	HepG2	Epithelium	Liver	GABPA	56044_sort_peaks.narrowPeak.bed
56045	Homo sapiens	GSM1861927	HepG2	Epithelium	Liver	GABPA	56045_sort_peaks.narrowPeak.bed
56046	Homo sapiens	GSM1861928	HepG2	Epithelium	Liver	GABPA	56046_sort_peaks.narrowPeak.bed
